1	0	0		
0	1	0		
1	1	1.1122831		
2	1	2.8272654		
3	1	1.7204491		
4	1	1.3363592		
5	1	0.9616395		
6	1	0.94		
1	2	2.57268044		
2	2	7.0739156		
3	2	5.5121325		
4	2	4.8785199		
5	2	4.1230578		
6	2	3.924521		
7	2	3.349038		
8	2	2.995134		
0	3	-2.267		
1	3	1.1537603		
2	3	5.2661325		
3	3	5.3323312		
4	3	5.6064401		
5	3	5.1597124		
6	3	5.0377685		
7	3	4.5313512		
8	3	4.1553817		
9	3	3.7915999		
10	3	3.5076307		
1	4	0.018		
2	4	4.4872478		
3	4	5.3715487		
4	4	7.0624356		
5	4	6.4626693		
6	4	6.4976306		
7	4	5.9525402		
8	4	5.7207223		
9	4	5.2414359		
10	4	4.9938973		
11	4	4.5409708		
12	4	4.2852851		
1	5	-0.467		
2	5	3.5587055		
3	5	4.7171551		
4	5	6.2570713		
5	5	6.4750835		
6	5	6.9277323		
7	5	6.6312237		
8	5	6.4964194		
9	5	6.1016451		
10	5	5.8800438		
11	5	5.5073535		
12	5	5.2696677		
13	5	4.9766306		
14	5	4.7196346		
15	5	4.4056529		
16	5	4.1525265		
2	6	3.1015242		
3	6	4.3374233		
4	6	6.0320426		
5	6	6.6764563		
6	6	7.6801446		
7	6	7.4698495		
8	6	7.5203198		
9	6	7.1001696		
10	6	6.9220546		
11	6	6.5580262		
12	6	6.4261321		
13	6	6.118274		
14	6	5.9614356		
15	6	5.674		
16	6	5.4210778		
17	6	5.077		
3	7	3.6436724		
4	7	5.3584023		
5	7	6.17011		
6	7	7.2388634		
7	7	7.4756148		
8	7	7.6994603		
9	7	7.3737971		
10	7	7.2862294		
11	7	7.0385627		
12	7	6.9485452		
13	7	6.7091717		
14	7	6.6090159		
15	7	6.3785347		
16	7	6.2366721		
17	7	5.887		
18	7	5.613		
3	8	3.1624372		
4	8	4.8819755		
5	8	5.8117636		
6	8	7.0522783		
7	8	7.4636915		
8	8	7.9762072		
9	8	7.7507291		
10	8	7.7670981		
11	8	7.5664952		
12	8	7.5685707		
13	8	7.3893747		
14	8	7.3648722		
15	8	7.1634856		
16	8	7.0396855		
17	8	6.7278058		
18	8	6.497479		
19	8	6.185		
20	8	5.988		
4	9	4.297		
5	9	5.2852091		
6	9	6.4974597		
7	9	6.964049		
8	9	7.5423284		
9	9	7.6316383		
10	9	7.7790192		
11	9	7.7201351		
12	9	7.7382934		
13	9	7.6242954		
14	9	7.6223447		
15	9	7.4635831		
16	9	7.3363065		
17	9	7.0822497		
18	9	6.8796662		
19	9	6.6268567		
20	9	6.4440314		
21	9	6.205		
22	9	6.011		
5	10	4.8687285		
6	10	6.0831777		
7	10	6.6404991		
8	10	7.3412577		
9	10	7.5673431		
10	10	8.0322412		
11	10	7.9717136		
12	10	8.0804656		
13	10	7.9552561		
14	10	7.9933252		
15	10	7.8397994		
16	10	7.751911		
17	10	7.5204151		
18	10	7.3883463		
19	10	7.1670673		
20	10	7.0345317		
21	10	6.8130902		
22	10	6.671		
23	10	6.436		
24	10	6.287		
6	11	5.5227653		
7	11	6.2022176		
8	11	6.9378864		
9	11	7.2985028		
10	11	7.7655581		
11	11	7.9156624		
12	11	8.1114936		
13	11	8.0634882		
14	11	8.1013979		
15	11	8.0042013		
16	11	7.9569467		
17	11	7.7992644		
18	11	7.6821522		
19	11	7.5019685		
20	11	7.3986778		
21	11	7.2198815		
22	11	7.0899262		
23	11	6.8864377		
24	11	6.745		
25	11	6.557		
26	11	6.403		
27	11	6.216		
28	11	6.056		
7	12	5.9014992		
8	12	6.7280252		
9	12	7.1050317		
10	12	7.6627645		
11	12	7.9011229		
12	12	8.2607103		
13	12	8.2235028		
14	12	8.3338711		
15	12	8.2638525		
16	12	8.2724531		
17	12	8.1135317		
18	12	8.054425		
19	12	7.8691886		
20	12	7.8038411		
21	12	7.6364382		
22	12	7.5503919		
23	12	7.3562338		
24	12	7.2444202		
25	12	7.0551115		
26	12	6.928		
27	12	6.734		
28	12	6.598		
29	12	6.425		
8	13	6.297		
9	13	6.782		
10	13	7.3357275		
11	13	7.6495806		
12	13	8.0211366		
13	13	8.1497653		
14	13	8.3315533		
15	13	8.3098969		
16	13	8.3484647		
17	13	8.2611049		
18	13	8.225518		
19	13	8.1003449		
20	13	8.0206172		
21	13	7.8603506		
22	13	7.7871243		
23	13	7.6235154		
24	13	7.531316		
25	13	7.37		
26	13	7.26		
27	13	7.097		
28	13	6.98		
29	13	6.829		
30	13	6.712		
8	14	6.044		
9	14	6.554		
10	14	7.1672329		
11	14	7.4801109		
12	14	7.9247083		
13	14	8.124342		
14	14	8.4477445		
15	14	8.4486361		
16	14	8.5206549		
17	14	8.4582916		
18	14	8.481469		
19	14	8.3610596		
20	14	8.3371659		
21	14	8.1695644		
22	14	8.1125199		
23	14	7.9529033		
24	14	7.8928297		
25	14	7.7309793		
26	14	7.6558247		
27	14	7.482		
28	14	7.41		
29	14	7.251		
30	14	7.156		
31	14	7.004		
9	15	6.165		
10	15	6.794		
11	15	7.198		
12	15	7.6610894		
13	15	7.9074842		
14	15	8.2512368		
15	15	8.3535064		
16	15	8.4811677		
17	15	8.4641203		
18	15	8.5138073		
19	15	8.4481856		
20	15	8.4462496		
21	15	8.3078692		
22	15	8.2675561		
23	15	8.1472749		
24	15	8.0979701		
25	15	7.9814177		
26	15	7.9065513		
27	15	7.7659122		
28	15	7.681		
29	15	7.552		
30	15	7.456		
31	15	7.32		
32	15	7.209		
10	16	6.525		
11	16	6.96		
12	16	7.4787911		
13	16	7.7463826		
